Title,Review Text,Division Name,Department Name,Class Name
Great quality tank,"I love these tanks. the straps are wide enough to hide my bra straps. they're soft. and long enough to give me added length to shirts that run short. because this tank runs small and i had to size up to get the fit that i like, the straps are a little long, but after i alter them with a little sewing, they're perfect. i've had to do this with retailer tanks in the past, and it's worth it to me for the quality that i'm getting. the regular price is too high, so i only buy them on sale. i try",Initmates,Intimate,Layering
I really want to love these...,"I see all the amazing reviews and on one hand, i agree with them. but these pants do run huge and they don't fit tailored like on the model. on me, they fit loose around the legs and thighs and they're super wrinkly. you'll have to iron these after every wear and every wash. i'm surprised to see the comment saying they're wrinkle resistant. they aren't. also, the kahki is more grey which i don't love. i got these on sale, but even at $50 i just can't justify keeping them. they're super comfy but",General,Bottoms,Pants
Does not fit well but is beautiful,This is such a beautiful dress.  but have to return for the reasons others have noted.  the chest does not fit well.,General,Dresses,Dresses
Super soft but fits boxy and fits small,I wish this fit me better. i love the inside fur. it is extremely soft but it doesn't look flattering at all. it makes my shoulders look really broad and it was shorter in the length than i wanted. it wanted it fit over my butt (or cover half) and it sits a little below my waist. unfortunately i am taking it back. great idea though.,General,Jackets,Jackets
40's fun skirt,"I love tracy reese. this skirt did not disappoint. i saw it originally in store & fell in love. i waited to see if it would go on sale... and it did!

i put on the size 12 & it fit gorgeously. the fabric is a bit stiff and bulky- but i think that's so it holds its shape. first thing i went into my living room & began twirling around.

i am 5'5"" 150lbs. athletic build. the sizing is true to tracy reese. i'll need to get the skirt hemmed as it's quite long on me. but- this little gem will be worn",General,Bottoms,Skirts
Lovely fall top,Love this top! tried it on in the store & loved it more. it's a great transitional piece with rich colors. the top is sheer so will need to layer with a camisole. haven't worn yet so can't speak to how well it will wash.,General,Tops,Blouses
Cabled crossover wrap,"This is like wearing an afghan, but i get cold really easy so for me that's a good thing. and it's super soft and not itchy. i could easily never take this off. runs a little large, but that should be fine when it gets layered. ...only thing i didn't like was the one long stitch that holds the wrap in place. i worry it will snap and the whole thing will unravel.",General Petite,Tops,Fine gauge
Small in bust,"I am a 36dd, 10/12 in tops and 12/14 in bottoms.

i tried both the navy/red pattern and the green polka dot. color and patterns on both are gorgeous. the fabric is very comfortable and a nice fit on the bottom half. size large fit perfectly in the waist however i had gapping across the bust. size xlarge fit ok in the front of the bust, but was loose in the back, gapping at the neck, and the waist was very loose. cute and comfy but only recommended for smaller busted gals.",General,Dresses,Dresses
"Unstructured and not ""expensive""-looking","I bought this in the blue and really wanted to like it--i had plans to check sizing and then order it again in the red, as well! however, this skirt falls victim to the recent design trend of using a pattern for a structured skirt but substituting a softer fabric and (horrors!) an elastic waistband. this ended up just looking kind of cheap and sweatshirty as a result. back it went.",General Petite,Bottoms,Skirts
Not like the pic,The yellow is not as bright as the pic and the tee shirt base color is more off white/oatmeal making the shirt look much more drab in person than in the pics. fit was ok but nothing special about this and will be returning.,General,Tops,Knits
"Great design, but poor quality","This romper fits well and is flattering. i love the relaxed style. the quality is quite poor, though. one leg ripped the second time i wore it and the fabric, while soft and comfortable, is fraying and pilling like crazy. after only two brief wears, the romper looks cheap and old. i expect much better quality at this pricepoint. really disappointed.",General,Bottoms,Shorts
The perfect spring dress!,"Love love love this dress! the fit is amazing and is slimming. although the lace is delicate looking, it wears well.",General Petite,Dresses,Dresses
Small,I agree with the other reviews - runs small. would have been perfect if it actually was comfortable. waistband doesn't stretch all the way around. bummer.,General,Bottoms,Skirts
Massive and unflattering,Agree with other reviewer that this is massive even for a cape. unflattering overall. i normally wear a size 2 of 4 and bought this in an xs and two of me can easily fit into this with room to spare. unlined and it itches!,General Petite,Jackets,Outerwear
